label,text
Legitimate Mail,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
Phishing Mail,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
Legitimate Mail,I am late. I will be there at
Legitimate Mail,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Legitimate Mail,Are you plans with your family set in stone ?
Legitimate Mail,Pls dont forget to study
Legitimate Mail,You'll never believe this but i have actually got off at taunton. Wow
Legitimate Mail,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
Legitimate Mail,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
Legitimate Mail,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
Legitimate Mail,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
Legitimate Mail,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
Legitimate Mail,Hey so whats the plan this sat?
Legitimate Mail,Beauty sleep can help ur pimples too.
Legitimate Mail,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
Phishing Mail,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
Legitimate Mail,Where to get those?
Legitimate Mail,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
Legitimate Mail,Ball is moving a lot.will spin in last :)so very difficult to bat:)
Legitimate Mail,Haiyoh... Maybe your hamster was jealous of million
Legitimate Mail,Can you please send me my aunty's number
Legitimate Mail,I'm glad. You are following your dreams.
Legitimate Mail,I've reached home finally...
Phishing Mail,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
Phishing Mail,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
Legitimate Mail,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
Legitimate Mail,U can call now...
Legitimate Mail,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
Legitimate Mail,Yes. I come to nyc for audiitions and am trying to relocate.
Legitimate Mail,I pocked you up there before
Legitimate Mail,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
Legitimate Mail,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
Legitimate Mail,Hey mr whats the name of that bill brison book the one about language and words
Legitimate Mail,"Okay, good, no problem, and thanx!"
Legitimate Mail,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
Legitimate Mail,Call me when u're done...
Legitimate Mail,G.W.R
Legitimate Mail,You best watch what you say cause I get drunk as a motherfucker
Phishing Mail,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
Phishing Mail,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
Phishing Mail,Please CALL 08712402578 immediately as there is an urgent message waiting for you
Phishing Mail,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
Phishing Mail,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
Legitimate Mail,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
Legitimate Mail,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
Legitimate Mail,Are there TA jobs available? Let me know please cos i really need to start working
Legitimate Mail,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
Legitimate Mail,Yup i'm free...
Legitimate Mail,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
Legitimate Mail,Yo come over carlos will be here soon
Legitimate Mail,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
Legitimate Mail,I guess it is useless calling u 4 something important.
Legitimate Mail,Ha ha - had popped down to the loo when you hello-ed me. Hello!
Legitimate Mail,He dint tell anything. He is angry on me that why you told to abi.
Phishing Mail,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
Legitimate Mail,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Legitimate Mail,I keep ten rs in my shelf:) buy two egg.
Legitimate Mail,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
Legitimate Mail,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
Legitimate Mail,Captain is in our room:)
Legitimate Mail,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
Legitimate Mail,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
Legitimate Mail,S...i will take mokka players only:)
Legitimate Mail,Are you still playing with gautham?
Legitimate Mail,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
Legitimate Mail,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
Legitimate Mail,Sorry . I will be able to get to you. See you in the morning.
Legitimate Mail,Aight well keep me informed
Legitimate Mail,I am not having her number sir
Legitimate Mail,Am only searching for good dual sim mobile pa.
Legitimate Mail,That seems unnecessarily hostile
Legitimate Mail,Dude got a haircut. Now its breezy up there
Phishing Mail,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
Legitimate Mail,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
Legitimate Mail,i thought we were doing a king of the hill thing there.
Legitimate Mail,Nope i'll come online now..
Legitimate Mail,ALSO TELL HIM I SAID HAPPY BIRTHDAY
Legitimate Mail,Y bishan lei... I tot ü say lavender?
Legitimate Mail,Boo what time u get out? U were supposed to take me shopping today. :(
Legitimate Mail,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
Legitimate Mail,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
Legitimate Mail,on a Tuesday night r u 4 real
Legitimate Mail,Yes when is the appt again?
Legitimate Mail,Just got outta class gonna go gym.
Legitimate Mail,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
Legitimate Mail,Ü all write or wat..
Legitimate Mail,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
Legitimate Mail,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
Legitimate Mail,Hi:)did you asked to waheeda fathima about leave?
Legitimate Mail,Enjoy urself tmr...
Legitimate Mail,You still around? I could use a half-8th
Phishing Mail,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
Legitimate Mail,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
Legitimate Mail,Ü bot notes oredi... Cos i juz rem i got...
Legitimate Mail,Yes. Rent is very expensive so its the way we save.
Legitimate Mail,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
Legitimate Mail,Hows the pain dear?y r u smiling?
Legitimate Mail,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
Phishing Mail,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
Legitimate Mail,"Sorry, I can't help you on this."
Legitimate Mail,Great. So should i send you my account number.
Legitimate Mail,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
Phishing Mail,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
Legitimate Mail,Ü only send me the contents page...
Legitimate Mail,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
Legitimate Mail,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
Legitimate Mail,"I can't right this second, gotta hit people up first"
Legitimate Mail,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
Legitimate Mail,So what about you. What do you remember
Legitimate Mail,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
Legitimate Mail,Mm yes dear look how i am hugging you both. :-P
Legitimate Mail,I like dis sweater fr mango but no more my size already so irritating.
Legitimate Mail,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
Legitimate Mail,Anytime lor...
Phishing Mail,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
Legitimate Mail,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
Phishing Mail,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
Legitimate Mail,Me fine..absolutly fine
Legitimate Mail,K and you're sure I don't have to have consent forms to do it :V
Phishing Mail,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
Phishing Mail,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
Legitimate Mail,How much is torch in 9ja.
Legitimate Mail,"Doing nothing, then u not having dinner w us?"
Legitimate Mail,How are you. Just checking up on you
